URL,GPE,LOC,NORP,ORG,PERSON,PRODUCT,WORK_OF_ART,url
384,29.0,1.0,1.0,183.0,50.0,5.0,9.0,www.rmchealth.com
385,8.0,1.0,3.0,43.0,2.0,2.0,,www.chla.org
386,24.0,3.0,,151.0,22.0,4.0,9.0,www.mhmh.org
387,3.0,,,15.0,2.0,,,mi-asc.com
388,65.0,1.0,,8.0,1.0,,,www.nshinc.com
389,1.0,,,9.0,5.0,1.0,,www.lcmhosp.org
390,8.0,2.0,1.0,53.0,15.0,3.0,1.0,www.aurorabaycare.com
391,8.0,2.0,2.0,32.0,14.0,,3.0,www.kapiolani.org
392,39.0,2.0,3.0,139.0,25.0,5.0,5.0,www.communitymemorial.com
393,88.0,,4.0,269.0,86.0,,14.0,www.stjamesmercy.org
394,9.0,,,12.0,1.0,,,www.adventistbehavioralhealth.com
395,4.0,,,9.0,5.0,,2.0,www.hickmanhospital.com
396,5.0,,,24.0,1.0,,,www.pchearly.com
397,5.0,,,20.0,,1.0,,www.cypresscreekhospital.com
398,8.0,7.0,2.0,69.0,11.0,1.0,1.0,www.phd1.org
399,5.0,1.0,,40.0,6.0,,4.0,www.ecrmc.org
400,50.0,6.0,2.0,53.0,10.0,,8.0,www.stmarysmaine.com
401,,,,,,,,www.easton-hospital.com
402,29.0,,1.0,52.0,10.0,1.0,,www.stdom.com
403,5.0,,,69.0,4.0,2.0,3.0,www.brhstx.org
404,2.0,1.0,,22.0,,2.0,1.0,www.pchsgrant.com
405,16.0,1.0,1.0,45.0,8.0,1.0,2.0,www.obleness.org
406,5.0,,,5.0,,,,www.amgdenham.com
407,34.0,3.0,3.0,53.0,63.0,3.0,6.0,www.vshportland.com
408,3.0,1.0,,12.0,1.0,1.0,,www.boonecohealth.org
409,8.0,1.0,1.0,65.0,8.0,1.0,2.0,www.memorialhealth.com
410,2.0,1.0,,19.0,1.0,,,www.wchc.org
411,7.0,1.0,1.0,15.0,5.0,1.0,3.0,www.wsh.dbhds.virginia.gov
412,1.0,,1.0,25.0,5.0,,3.0,www.healthsouthcityview.com
413,18.0,,,47.0,9.0,5.0,1.0,www.sjhsys.org
414,3.0,,,14.0,4.0,,4.0,www.grantregional.com
415,23.0,,3.0,109.0,7.0,3.0,,www.columbusregional.com
416,11.0,1.0,1.0,68.0,4.0,,5.0,www.sjhsyr.org
417,8.0,1.0,,10.0,,1.0,,www.patientshospital.com
418,1.0,1.0,1.0,23.0,3.0,,1.0,wishekhospital.com
419,38.0,,5.0,125.0,13.0,1.0,8.0,www.stjoesoakland.com
420,4.0,,,27.0,1.0,3.0,3.0,www.jeanes.com
421,45.0,4.0,,18.0,4.0,,2.0,www.bms.com
422,1.0,,,3.0,1.0,,,www.sonoramedicalcenter.org
423,20.0,,1.0,140.0,23.0,5.0,4.0,www.mission-health.org
424,5.0,2.0,,30.0,3.0,,2.0,www.hadh.org
425,13.0,2.0,6.0,110.0,24.0,,7.0,www.saintjosephberea.org
426,,,,,1.0,,,www.chhealthsystem.com
427,,,,17.0,3.0,,2.0,www.stringfellowhealth.com
428,15.0,,,47.0,5.0,,1.0,www.lakewoodhospital.org
429,4.0,,,37.0,2.0,1.0,,www.lenoirmemorial.org
430,23.0,,,60.0,12.0,1.0,,www.amazingkids.org
431,1.0,,,3.0,1.0,,,www.saintcatherinehospital.com
432,,,,,,,,www.promisesandiego.com
433,36.0,1.0,,73.0,13.0,,2.0,www.ephratahospital.org
434,80.0,4.0,3.0,220.0,76.0,,3.0,www.cahcare.com
435,84.0,3.0,7.0,160.0,118.0,5.0,6.0,www.parkplacesurgery.com
436,11.0,,,47.0,8.0,1.0,7.0,www.hollandhospital.org
437,4.0,,,18.0,3.0,,,www.sevenhillsbi.com
438,13.0,,1.0,30.0,19.0,4.0,6.0,www.ccannj.com
439,4.0,1.0,,21.0,2.0,,1.0,www.brooklane.org
440,16.0,1.0,,43.0,14.0,,4.0,www.saintlukeshealthsystem.org
441,7.0,1.0,1.0,77.0,12.0,,5.0,www.barnesjewishwestcounty.org
442,2.0,2.0,,33.0,1.0,,3.0,www.stlukeslakeside.com
443,13.0,2.0,,53.0,4.0,1.0,5.0,www.childrens.com
444,28.0,3.0,3.0,117.0,55.0,8.0,1.0,tristarstonecrest.com
445,3.0,2.0,1.0,40.0,5.0,,2.0,www.glendalememorial.com
446,6.0,1.0,1.0,68.0,28.0,1.0,1.0,www.pocahontashospital.org
447,18.0,2.0,,39.0,5.0,1.0,3.0,www.kindredchattanooga.com
448,15.0,5.0,,56.0,4.0,2.0,2.0,www.healthbridgehouston.com
449,6.0,2.0,1.0,54.0,40.0,1.0,10.0,maplegrovehospital.org
450,9.0,,2.0,28.0,6.0,,,www.kanecountyhospital.net
451,3.0,,2.0,5.0,20.0,,,www.auxiliomutuo.com
452,27.0,13.0,4.0,208.0,7.0,12.0,11.0,www.erlanger.org
453,14.0,,10.0,110.0,34.0,3.0,8.0,www.rushmemorial.com
454,40.0,1.0,2.0,119.0,39.0,6.0,2.0,tristarhendersonville.com
455,2.0,1.0,1.0,26.0,4.0,,2.0,www.healthsouthpa.com
456,17.0,2.0,6.0,132.0,16.0,1.0,2.0,www.aventurahospital.com
457,22.0,,54.0,146.0,37.0,,3.0,www.mvnhealth.com
458,4.0,,,34.0,14.0,1.0,5.0,www.helenarmc.com
459,9.0,,9.0,62.0,4.0,2.0,,www.uplandhillshealth.org
460,4.0,1.0,,34.0,5.0,1.0,3.0,www.uchicagokidshospital.org
461,26.0,2.0,2.0,116.0,17.0,4.0,7.0,www.skylinemedicalcenter.com
462,6.0,,,53.0,3.0,1.0,6.0,www.frontiernursing.org
463,8.0,1.0,1.0,43.0,11.0,,4.0,www.wygc.org
464,5.0,1.0,3.0,48.0,12.0,1.0,1.0,www.blufftonregional.com
465,81.0,1.0,1.0,41.0,321.0,2.0,1.0,www.alhambrahospital.com
466,13.0,5.0,2.0,58.0,6.0,1.0,7.0,myovmc.com
467,40.0,3.0,3.0,136.0,47.0,,3.0,www.lafayettegeneral.com
468,1.0,1.0,,13.0,10.0,2.0,5.0,www.nvrh.org
469,1.0,1.0,1.0,24.0,3.0,1.0,,www.summitoakshospital.com
470,15.0,1.0,,104.0,5.0,,1.0,www.raulersonhospital.com
471,38.0,3.0,43.0,208.0,89.0,7.0,13.0,swedishhospital.com
472,21.0,1.0,3.0,157.0,35.0,,20.0,www.stmarysmc.com
473,7.0,2.0,1.0,74.0,21.0,,1.0,www.tomballregionalmedicalcenter.com
474,9.0,,7.0,43.0,5.0,,2.0,www.jhsf.org
475,12.0,1.0,2.0,114.0,13.0,,4.0,www.memorialhealthcare.org
476,21.0,,46.0,100.0,12.0,2.0,5.0,www.chp.edu
477,,1.0,,24.0,3.0,,4.0,www.clarkregional.org
478,4.0,,,8.0,2.0,,,www.tenethealth.com
479,8.0,,3.0,36.0,33.0,1.0,2.0,www.madonna.org
480,7.0,6.0,,23.0,5.0,1.0,,www.grovehillmemorial.org
481,5.0,1.0,56.0,84.0,11.0,2.0,2.0,www.northfieldhospital.org
482,3.0,1.0,,32.0,5.0,2.0,4.0,www.uuhsc.utah.edu
483,115.0,7.0,8.0,771.0,438.0,41.0,42.0,www.nfrmc.com
484,14.0,3.0,,27.0,10.0,,3.0,www.sbch.org
485,4.0,,,30.0,3.0,1.0,,cdvcmc.com
486,5.0,1.0,2.0,37.0,3.0,,3.0,www.stlukesvintage.com
487,4.0,,,33.0,4.0,,,www.sjph.org
488,6.0,,,77.0,7.0,,2.0,www.edgertonhospital.com
489,13.0,2.0,6.0,110.0,24.0,,7.0,www.sjhlex.org
490,1.0,1.0,,46.0,4.0,,5.0,www.weisermemorialhospital.org
491,1.0,1.0,1.0,20.0,2.0,,3.0,www.clarkmemorial.org
492,4.0,,,51.0,12.0,,1.0,www.irmc.org
493,13.0,,1.0,108.0,6.0,4.0,1.0,www.willseye.org
494,1.0,,,15.0,2.0,,,www.springviewhospital.com
495,1.0,,,20.0,5.0,1.0,2.0,www.valleyviewmedicalcenter.net
496,28.0,4.0,1.0,102.0,33.0,1.0,6.0,www.biloxiregional.net
497,4.0,,,11.0,1.0,2.0,,www.richardsonmed.org
498,4.0,,,97.0,11.0,2.0,2.0,www.angelmed.org
499,1.0,,,7.0,,,,www.pmcindiana.com
500,2.0,2.0,,17.0,5.0,,1.0,www.southerntennessee.com
501,19.0,1.0,4.0,112.0,36.0,,3.0,www.ogdenregional.com
502,40.0,5.0,2.0,148.0,38.0,2.0,5.0,www.scchosp.org
503,2.0,1.0,2.0,10.0,4.0,,,www.ndhc.net
504,11.0,2.0,2.0,71.0,5.0,3.0,1.0,www.covenantplainview.org
505,3.0,,,25.0,3.0,1.0,1.0,www.ppgh.com
506,15.0,3.0,,72.0,14.0,1.0,4.0,www.greenoakspsych.com
507,6.0,,,22.0,6.0,,1.0,www.meadowwoodhospital.com
508,22.0,4.0,4.0,147.0,24.0,5.0,2.0,www.utsouthwestern.edu
509,7.0,2.0,,54.0,4.0,,1.0,www.plazaspecialtyhospital.com
510,5.0,3.0,2.0,93.0,20.0,12.0,4.0,www.stanthonymedicalcenter.com
511,14.0,2.0,2.0,38.0,10.0,,3.0,www.texasneurorehab.com
512,7.0,2.0,,20.0,4.0,,3.0,www.highlandsbhs.com
513,10.0,2.0,1.0,108.0,17.0,,4.0,www.clarindahealth.com
514,9.0,3.0,,63.0,6.0,,6.0,www.baxterregional.org
515,1.0,1.0,,29.0,6.0,,1.0,www.dukehealth.org
516,1.0,1.0,,25.0,1.0,1.0,4.0,www.castleviewhospital.net
517,1.0,1.0,,17.0,1.0,2.0,1.0,www.novatocommunity.sutterhealth.org
518,1.0,,,3.0,1.0,,,www.mycallaway.org
519,4.0,,,32.0,3.0,2.0,3.0,www.sutterroseville.org
520,11.0,,1.0,76.0,10.0,1.0,5.0,www.gatewayregional.net
521,1.0,,,3.0,1.0,,,reliantcentraltx.com
522,7.0,,1.0,39.0,8.0,1.0,1.0,www.lovelace.com
523,4.0,,2.0,38.0,4.0,,,www.hscpediatriccenter.org
524,4.0,1.0,,11.0,1.0,1.0,,www.mshosp.org
525,4.0,5.0,1.0,9.0,5.0,,,www.bhcodessa.com
526,12.0,1.0,,72.0,9.0,1.0,4.0,www.centinelamed.com
527,2.0,,1.0,27.0,5.0,,2.0,www.healthsouthvineland.com
528,9.0,2.0,,15.0,16.0,1.0,1.0,www.earh.com
529,11.0,3.0,6.0,28.0,58.0,2.0,,www.northhawaiicommunityhospital.org
530,14.0,,1.0,92.0,11.0,2.0,3.0,www.osfsaintfrancis.org
531,9.0,2.0,1.0,64.0,10.0,,2.0,www.srmc.org
532,5.0,3.0,1.0,47.0,1.0,,1.0,www.henrymayo.com
533,,,,20.0,7.0,,,www.wfph.org
534,8.0,4.0,3.0,15.0,3.0,6.0,,www.callaway-ne.com
535,4.0,,1.0,28.0,4.0,,2.0,www.healthsouthharmarville.com
536,2.0,,,22.0,4.0,,4.0,www.eamc.org
537,52.0,17.0,19.0,315.0,59.0,9.0,17.0,www.nmh.org
538,21.0,,1.0,41.0,1.0,,3.0,www.nemours.org
539,17.0,3.0,1.0,44.0,8.0,1.0,2.0,www.audrainmedicalcenter.com
540,2.0,,1.0,86.0,7.0,3.0,3.0,www.whitememorial.com
541,5.0,2.0,1.0,42.0,6.0,,4.0,www.northridgehospital.org
542,36.0,6.0,1.0,93.0,25.0,5.0,9.0,www.thefutureofhealthcare.org
543,,,1.0,9.0,1.0,,1.0,www.childrenshomepgh.org
544,7.0,6.0,,57.0,7.0,3.0,5.0,www.watsonvillehospital.com
545,16.0,8.0,2.0,14.0,6.0,,2.0,www.sunbhc.com
546,16.0,1.0,9.0,69.0,12.0,3.0,3.0,www.phs.org
547,,,,3.0,,,,www.msmh.org
548,,,,35.0,1.0,,1.0,cmccare.org
549,,4.0,,58.0,10.0,1.0,2.0,www.montrosehospital.com
550,8.0,,2.0,53.0,46.0,,,www.usahealthsystem.com
551,,,,15.0,2.0,,1.0,www.aspirebhc.com
552,11.0,,4.0,68.0,17.0,,6.0,www.cinj.org
553,,,,9.0,1.0,1.0,1.0,rinconmedicalcenter.com
554,5.0,,2.0,41.0,11.0,1.0,,straith.org
555,182.0,3.0,1.0,114.0,75.0,4.0,2.0,www.sanfordtracy.org
556,4.0,,1.0,25.0,4.0,,2.0,www.kansasrehabhospital.com
557,6.0,1.0,,24.0,3.0,1.0,,www.mchsys.org
558,3.0,,2.0,66.0,2.0,1.0,1.0,www.faithcommunityhospital.com
559,24.0,1.0,,41.0,1.0,10.0,1.0,www.mhsks.org
560,23.0,2.0,2.0,73.0,10.0,3.0,2.0,www.phcavera.org
561,2.0,,2.0,25.0,4.0,,3.0,www.healthsouthhuntington.com
562,6.0,3.0,1.0,28.0,7.0,,2.0,www.sphn-pmh.com
563,13.0,4.0,,36.0,6.0,2.0,2.0,www.khchicagocentral.com
564,23.0,8.0,,64.0,14.0,1.0,1.0,www.sutterlakeside.org
565,6.0,,,59.0,,,1.0,www.tvrh.org
566,22.0,1.0,2.0,32.0,5.0,2.0,1.0,www.bascompalmer.org
567,5.0,1.0,,58.0,8.0,1.0,2.0,www.methodistrehab.org
568,31.0,6.0,4.0,160.0,19.0,4.0,6.0,www.nyee.edu
569,2.0,,1.0,47.0,10.0,1.0,1.0,www.randolphhospital.org
570,2.0,,,8.0,1.0,,,amglafayette.com
571,14.0,5.0,3.0,232.0,24.0,35.0,13.0,www.westfloridahospital.com
572,7.0,,1.0,27.0,5.0,1.0,2.0,www.njhealth.org
573,10.0,,1.0,40.0,5.0,1.0,5.0,www.pbmchealth.org
574,9.0,4.0,,44.0,6.0,,,www.vvh.org
575,1.0,,,78.0,6.0,,2.0,www.urmc.rochester.edu
576,,,,17.0,3.0,,7.0,www.columbiacenter.org
577,1.0,,1.0,28.0,4.0,,3.0,www.healthsouthpanamacity.com
578,18.0,3.0,5.0,102.0,40.0,3.0,5.0,www.henryford.com
579,5.0,1.0,,37.0,11.0,,3.0,www.hvrc.com
580,18.0,,,97.0,14.0,,5.0,www.redmondregional.com
581,13.0,1.0,,62.0,5.0,,2.0,www.stcharles.org
582,11.0,3.0,,33.0,5.0,2.0,1.0,www.stmhospital.org
583,43.0,4.0,1.0,99.0,13.0,1.0,9.0,www.tmfhs.org
584,12.0,2.0,,63.0,14.0,2.0,8.0,www.traceregional.com
585,13.0,1.0,1.0,111.0,17.0,2.0,4.0,www.utmb.edu
586,10.0,5.0,4.0,347.0,34.0,3.0,4.0,www.orlandohealth.com
587,8.0,,,20.0,,,1.0,www.kansasheart.com
588,18.0,,,30.0,,,,www.fmch.org
589,3.0,,1.0,44.0,9.0,,1.0,www.grahamhospital.org
590,2.0,,,24.0,,,1.0,www.masondistricthospital.org
591,10.0,,,101.0,7.0,,1.0,www.presencehealth.org
592,1.0,6.0,1.0,16.0,1.0,,2.0,www.bighornhospital.org
593,8.0,,,30.0,9.0,1.0,3.0,www.tetonhospital.org
594,14.0,,,93.0,14.0,,7.0,www.fairview.org
595,3.0,,1.0,26.0,6.0,,2.0,www.healthsouthmidland.com
596,25.0,5.0,3.0,89.0,12.0,2.0,3.0,www.stanthonysmedcenter.com
597,13.0,,1.0,45.0,8.0,,2.0,www.lisbonhospital.com
598,1.0,2.0,,8.0,,,,www.ccmhospital.com
599,2.0,1.0,,75.0,15.0,3.0,2.0,www.lancastergeneralhealth.org
600,10.0,,,29.0,3.0,,,wvumedicine.org
601,9.0,2.0,,58.0,12.0,1.0,8.0,www.stfrancis-shakopee.com
602,3.0,,1.0,26.0,2.0,,1.0,www.sutterhealth.org
603,11.0,1.0,,31.0,6.0,,,www.tbh.org
604,7.0,1.0,13.0,29.0,20.0,,1.0,www.choctawgeneral.com
605,82.0,19.0,8.0,192.0,16.0,2.0,8.0,www.sacred-heart.org
606,2.0,1.0,,37.0,6.0,,7.0,www.riverhospital.org
607,1.0,,1.0,15.0,3.0,,2.0,www.midwestregional.com
608,13.0,14.0,,62.0,14.0,2.0,5.0,www.stmaryapplevalley.com
609,1.0,,,25.0,6.0,1.0,,www.holzer.org
610,8.0,2.0,3.0,46.0,11.0,,3.0,www.creteareamedicalcenter.com
611,28.0,2.0,1.0,113.0,11.0,2.0,6.0,www.centralfloridaregional.com
612,22.0,,10.0,79.0,10.0,1.0,1.0,www.floridahospitalaltamonte.com
613,9.0,,2.0,21.0,2.0,,3.0,www.creekhealth.org
614,12.0,1.0,,29.0,6.0,,4.0,www.cortlandregional.org
615,31.0,1.0,13.0,45.0,16.0,,2.0,www.specialtyhospitalofmeridian.com
616,25.0,2.0,3.0,139.0,32.0,4.0,2.0,www.henryfordmacomb.com
617,4.0,2.0,,10.0,2.0,,,www.osu-medcenter.com
618,4.0,1.0,1.0,20.0,6.0,1.0,,presbyterian-hospital.phs.org
619,10.0,9.0,2.0,97.0,11.0,1.0,4.0,ccmedicalcenter.com
620,8.0,3.0,,30.0,1.0,,2.0,www.oakvalleycares.org
621,2.0,,,17.0,,1.0,2.0,www.shh.org
622,5.0,,,46.0,12.0,1.0,2.0,www.bchccnet.org
623,18.0,3.0,1.0,125.0,7.0,2.0,11.0,www.mongeneral.com
624,9.0,1.0,1.0,140.0,31.0,,8.0,www.cartersvillemedical.com
625,185.0,15.0,60.0,238.0,31.0,2.0,13.0,www.stalexius.org
626,15.0,1.0,2.0,34.0,9.0,1.0,2.0,www.mercyporthuron.com
627,8.0,,3.0,13.0,5.0,,,www.idahoelksrehab.org
628,21.0,3.0,1.0,84.0,52.0,1.0,,www.hugginshospital.org
629,2.0,,,12.0,3.0,,,www.fhsofgeneva.org
630,17.0,3.0,,30.0,7.0,2.0,2.0,www.columbia-stmarys.com
631,4.0,,,22.0,8.0,,,www.christusstmichael.org
632,1.0,,,12.0,3.0,,,www.wichitacountyhealthcenter.com
633,35.0,3.0,5.0,164.0,17.0,4.0,3.0,www.sahealth.com
634,23.0,2.0,1.0,74.0,18.0,6.0,11.0,www.multicare.org
635,1.0,,,10.0,1.0,,1.0,www.tworivershospital.com
636,47.0,2.0,,217.0,9.0,2.0,3.0,www.richmondstatehospital.org
637,4.0,,,39.0,4.0,,,www.sphcs.org
638,,,,2.0,1.0,,,www.fhshealth.org
639,8.0,1.0,1.0,26.0,11.0,,2.0,www.lchdhealthcare.org
640,10.0,4.0,,31.0,3.0,1.0,1.0,willapaharborhospital.com
641,4.0,1.0,2.0,73.0,54.0,5.0,3.0,www.tiftregional.com
642,3.0,1.0,2.0,54.0,21.0,,4.0,www.byrdregional.com
643,10.0,,,20.0,2.0,,2.0,www.christusspohn.org
644,6.0,,,96.0,11.0,2.0,3.0,www.trhospital.org
645,5.0,2.0,1.0,48.0,8.0,2.0,2.0,www.dauterivehospital.com
646,10.0,3.0,,30.0,4.0,,,www.labettehealth.com
647,29.0,,1.0,24.0,,,1.0,www.ahmgt.com
648,24.0,2.0,1.0,40.0,18.0,,,phoenix.selectspecialtyhospitals.com
649,6.0,2.0,1.0,74.0,5.0,4.0,7.0,www.bonnergeneral.org
650,2.0,,,12.0,1.0,,3.0,www.ottawacountyhealthcenter.com
651,6.0,1.0,1.0,59.0,7.0,1.0,4.0,www.upstate.edu
652,15.0,2.0,,101.0,30.0,2.0,8.0,www.conemaugh.org
653,17.0,1.0,1.0,59.0,34.0,1.0,5.0,www.mchalbia.com
654,12.0,4.0,2.0,29.0,13.0,1.0,,www.azspineandjoint.com
655,15.0,3.0,2.0,41.0,8.0,,3.0,www.wfhealthcare.org
656,43.0,,,20.0,15.0,5.0,3.0,www.fshsanantonio.com
657,21.0,,,90.0,18.0,,3.0,www.tuhc.com
658,9.0,4.0,1.0,110.0,23.0,5.0,8.0,www.waverlyhealthcenter.org
659,14.0,1.0,25.0,23.0,33.0,,3.0,www.mercyok.com
660,5.0,3.0,1.0,41.0,5.0,1.0,3.0,www.bhcalhambra.com
661,2.0,,,3.0,1.0,,,www.mercyh.org
662,22.0,4.0,,157.0,26.0,4.0,9.0,www.trihealth.com
663,9.0,4.0,1.0,25.0,4.0,,3.0,www.glensfallshospital.org
664,18.0,4.0,5.0,87.0,10.0,5.0,3.0,www.osceolacommunityhospital.org
665,4.0,,3.0,15.0,4.0,,3.0,www.hchin.org
666,8.0,,,21.0,3.0,1.0,1.0,www.hillcrestclaremore.com
667,10.0,,,34.0,13.0,,3.0,www.grrh.ernesthealth.com
668,23.0,,1.0,303.0,30.0,4.0,3.0,www.trinityhealth.org
669,28.0,2.0,4.0,72.0,6.0,1.0,,www.lvhn.org
670,6.0,2.0,,31.0,6.0,,2.0,www.northsunflower.com
671,16.0,,1.0,73.0,11.0,1.0,1.0,texashealthheartandvascular.org
672,18.0,3.0,1.0,26.0,6.0,,,www.vbch.org
673,1.0,,1.0,28.0,3.0,4.0,3.0,www.pvhc.org
674,13.0,1.0,1.0,72.0,9.0,2.0,4.0,www.jpmc.org
675,2.0,2.0,2.0,17.0,2.0,,1.0,www.stonybrookmedicalcenter.org
676,9.0,,,19.0,2.0,2.0,2.0,mlmh.net
677,18.0,,2.0,89.0,24.0,1.0,10.0,www.morrowcountyhealthdistrict.org
678,17.0,,,63.0,6.0,,3.0,www.kidspeace.org
679,45.0,8.0,6.0,146.0,22.0,1.0,9.0,www.bayhealth.org
680,2.0,,,22.0,,,,www.lcgh.net
681,,1.0,,10.0,1.0,,,nyp.org
682,19.0,2.0,,36.0,7.0,,2.0,www.khhoustonnw.com
683,4.0,,7.0,34.0,11.0,,5.0,www.evanhospital.com
684,1.0,,,3.0,1.0,,,www.nchnet.org
685,14.0,3.0,1.0,149.0,14.0,,5.0,www.bridgeporthospital.org
686,4.0,,1.0,59.0,15.0,,4.0,www.denverhealth.org
687,12.0,4.0,1.0,62.0,8.0,1.0,4.0,www.harlancountyhealth.com
688,2.0,,,41.0,2.0,3.0,4.0,www.bmhvt.org
689,1.0,,,23.0,2.0,,,www.jacksonhealth.org
690,1.0,,,60.0,24.0,,3.0,www.agnesian.com
691,,,,8.0,,,,www.floralahospital.org
692,74.0,2.0,8.0,131.0,78.0,1.0,1.0,northcentral-sc.com
693,23.0,7.0,,83.0,21.0,,5.0,www.oprmc.com
694,10.0,,,25.0,3.0,,1.0,www.uhs.net
695,17.0,,1.0,81.0,13.0,5.0,7.0,regionalhospital.com
696,18.0,1.0,70.0,50.0,38.0,5.0,,www.deershead.org
697,23.0,4.0,1.0,36.0,5.0,,,www.nbhealth.org
698,7.0,,,11.0,5.0,,2.0,www.sycamorespringshealth.com
699,3.0,1.0,3.0,65.0,13.0,2.0,2.0,www.brhc.org
700,2.0,,,10.0,7.0,,3.0,www.adamshospital.com
701,16.0,2.0,2.0,156.0,10.0,,4.0,www.greenhosp.org
702,10.0,1.0,1.0,27.0,3.0,1.0,5.0,www.promise-bossiercity.com
703,1.0,,1.0,26.0,3.0,,,www.cch-inc.com
704,,,,,,,,www.amgfeliciana.com
705,,,,,,,,www.michianabhc.com
706,4.0,2.0,,23.0,2.0,,3.0,www.gracehealthsystem.com
707,17.0,1.0,1.0,40.0,11.0,,1.0,www.cadean.org
708,3.0,,1.0,31.0,5.0,,4.0,www.wnj.org
709,11.0,3.0,1.0,61.0,4.0,2.0,1.0,www.lsbc.net
710,21.0,1.0,,30.0,8.0,3.0,,www.heartland-health.com
711,8.0,,1.0,33.0,23.0,2.0,4.0,www.coffeyhealth.org
712,6.0,1.0,2.0,49.0,6.0,1.0,4.0,www.integris-health.com
713,3.0,2.0,,39.0,8.0,,1.0,www.bannerhealth.com
714,14.0,1.0,,15.0,1.0,,2.0,www.cmhcinc.org
715,12.0,1.0,,43.0,14.0,1.0,2.0,www.gaadoptionresources.org
716,7.0,2.0,,43.0,1.0,1.0,,charlesregional.org
717,17.0,3.0,1.0,53.0,10.0,2.0,,lamistad.com
718,3.0,3.0,2.0,28.0,6.0,,2.0,hospitals.dignityhealth.org
719,14.0,2.0,15.0,98.0,33.0,3.0,3.0,www.sharp.com
720,5.0,,,16.0,9.0,,,www.ridgebhs.com
721,20.0,1.0,1.0,52.0,7.0,1.0,1.0,www.mortonplant.com
722,14.0,,1.0,73.0,6.0,4.0,4.0,www.logansportmemorial.org
723,14.0,2.0,4.0,67.0,7.0,,1.0,www.fairwaymedical.com
724,14.0,3.0,,35.0,9.0,1.0,2.0,www.khpeoria.com
725,5.0,3.0,,43.0,8.0,,4.0,www.hendersoncchospital.com
726,23.0,2.0,1.0,64.0,27.0,,1.0,www.lakecitymedicalcenter.org
727,83.0,9.0,,75.0,8.0,2.0,1.0,www.seasidehc.com
728,35.0,7.0,1.0,96.0,16.0,2.0,6.0,www.covenanthealthcare.com
729,8.0,,,53.0,33.0,,,www.lawrencemedicalcenter.com
730,16.0,1.0,,58.0,15.0,,3.0,www.wgh.org
731,,,,4.0,,,,www.mercy-williston.org
732,10.0,,,44.0,10.0,1.0,2.0,www.danburyhospital.org
733,14.0,,,34.0,3.0,,4.0,www.mmchs.org
734,3.0,,2.0,30.0,5.0,,2.0,www.healthsouthbakersfield.com
735,11.0,2.0,3.0,59.0,16.0,1.0,3.0,www.phoebehealth.com
736,,,,18.0,4.0,,2.0,www.cccok.com
737,9.0,,,27.0,,,1.0,www.neshobageneral.com
738,6.0,1.0,2.0,87.0,11.0,2.0,6.0,www.suburbanhospital.org
739,19.0,3.0,7.0,100.0,33.0,1.0,6.0,www.communityanderson.com
740,18.0,1.0,1.0,92.0,48.0,4.0,5.0,www.uamshealth.com
741,4.0,1.0,2.0,48.0,21.0,1.0,,TIRR.memorialhermann.org
742,11.0,1.0,,15.0,7.0,,1.0,www.redfield-sd.com
743,9.0,2.0,1.0,69.0,15.0,1.0,3.0,www.medstarhealth.org
744,2.0,,1.0,17.0,6.0,,1.0,www.kishhospital.org
745,22.0,2.0,2.0,125.0,37.0,4.0,1.0,www.citrusmh.com
746,21.0,4.0,,109.0,27.0,1.0,5.0,www.brynmawrrehab.org
747,1.0,,1.0,33.0,7.0,1.0,,summitks.com
748,4.0,,,11.0,2.0,,,www.mcbrideclinicorthopedichospital.com
749,17.0,4.0,,124.0,7.0,5.0,5.0,www.riversidecommunityhospital.com
750,12.0,4.0,2.0,50.0,4.0,,2.0,www.odessaregionalmedicalcenter.com
751,18.0,,5.0,256.0,42.0,1.0,12.0,www.BrookwoodBaptistHealth.com
752,10.0,4.0,,27.0,2.0,,,www.flhealth.org
753,,2.0,,8.0,8.0,,,www.clarabartonhospital.org
754,22.0,3.0,,108.0,9.0,1.0,4.0,www.pch-va.com
755,31.0,,,49.0,6.0,,5.0,www.stritas.org
756,,,,1.0,1.0,,,www.wickenburgcommunityhospital.com
757,14.0,,2.0,576.0,23.0,51.0,9.0,www.trmchealth.org
758,,,,7.0,2.0,,1.0,reevesmemorial.com
759,5.0,,2.0,83.0,9.0,,1.0,www.hcmhcares.org
760,5.0,2.0,1.0,72.0,13.0,,3.0,www.cottagehospital.com
761,5.0,1.0,,42.0,7.0,,1.0,www.bradleycountymedicalcenter.com
762,34.0,3.0,1.0,106.0,51.0,1.0,13.0,www.fairviewparkhospital.com
763,200.0,33.0,3.0,126.0,332.0,2.0,17.0,tbhcare.com
764,2.0,,,16.0,4.0,,,www.shc.org
765,63.0,11.0,1.0,152.0,21.0,5.0,8.0,www.stjosepheureka.org
766,37.0,4.0,26.0,75.0,47.0,,4.0,www.lcmctroy.com
767,20.0,2.0,3.0,75.0,17.0,5.0,1.0,www.flandreaumedical.org
768,4.0,2.0,,27.0,9.0,,2.0,www.rockcountyhospital.com
769,11.0,2.0,,48.0,21.0,,9.0,www.blythedale.org
770,7.0,1.0,3.0,16.0,6.0,1.0,3.0,providence.net
771,3.0,,,15.0,,,,www.ellinwood.org
772,3.0,1.0,,12.0,2.0,1.0,,www.wchnh.org
773,4.0,1.0,1.0,32.0,1.0,,,www.healthsouth.com
