URL,ADJ,ADP,ADV,CCONJ,DET,NOUN,NUM,PART,PRON,PUNCT,SYM,VERB,url
237,186.0,70.0,108.0,74.0,27.0,386.0,49.0,45.0,8.0,351,31.0,278.0,www.castlemed.org
238,36.0,22.0,3.0,15.0,9.0,56.0,11.0,2.0,6.0,50,5.0,34.0,haskellhospital.com
239,48.0,39.0,10.0,8.0,17.0,54.0,8.0,9.0,10.0,33,,57.0,www.healthsouthplano.com
240,22.0,32.0,5.0,16.0,21.0,72.0,12.0,,2.0,32,2.0,29.0,www.stalexiushospital.com
241,32.0,43.0,10.0,31.0,15.0,76.0,25.0,3.0,5.0,56,5.0,45.0,www.cmhosp.com
242,13.0,17.0,4.0,10.0,12.0,26.0,8.0,7.0,5.0,19,2.0,26.0,www.flushinghospital.org
243,67.0,62.0,13.0,35.0,44.0,173.0,49.0,9.0,10.0,109,14.0,97.0,www.pariscommunityhospital.com
244,51.0,64.0,2.0,35.0,30.0,102.0,22.0,18.0,12.0,122,11.0,69.0,www.waynecountyhospital.org
245,74.0,84.0,16.0,47.0,62.0,171.0,70.0,3.0,5.0,148,9.0,92.0,www.bergenregional.com
246,166.0,159.0,65.0,66.0,91.0,402.0,44.0,37.0,51.0,223,23.0,213.0,www.kp.org
247,60.0,42.0,24.0,27.0,30.0,99.0,17.0,12.0,25.0,57,5.0,75.0,www.tenlakescenter.com
248,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.gvmc.com
249,10.0,19.0,2.0,11.0,4.0,41.0,16.0,1.0,6.0,28,12.0,16.0,www.woodcountyhospital.org
250,69.0,72.0,8.0,37.0,41.0,212.0,36.0,17.0,5.0,136,13.0,93.0,www.kchd.org
251,34.0,32.0,12.0,16.0,13.0,123.0,55.0,16.0,3.0,50,12.0,23.0,www.theinfirmary.com
252,53.0,77.0,29.0,77.0,41.0,149.0,32.0,16.0,23.0,117,7.0,82.0,www.ajh.org
253,31.0,29.0,11.0,19.0,18.0,78.0,30.0,7.0,6.0,59,5.0,50.0,www.mhhcc.org
254,24.0,27.0,5.0,19.0,12.0,67.0,26.0,5.0,14.0,46,1.0,35.0,www.guttenberghospital.org
255,15.0,18.0,10.0,5.0,13.0,19.0,12.0,8.0,11.0,32,4.0,45.0,www.greaterregional.org
256,34.0,33.0,10.0,11.0,10.0,62.0,82.0,9.0,7.0,74,5.0,43.0,www.gordonmemorial.org
257,34.0,35.0,2.0,43.0,44.0,111.0,64.0,8.0,5.0,199,26.0,49.0,www.sanfordvermillion.org
258,84.0,63.0,17.0,32.0,39.0,122.0,13.0,13.0,15.0,68,8.0,95.0,www.hchc.org
259,,,,,,,,,,2,,,www.methodistmckinneyhospital.com
260,252.0,195.0,116.0,160.0,175.0,817.0,313.0,103.0,45.0,553,85.0,507.0,www.frankfortregional.com
261,31.0,61.0,16.0,56.0,22.0,146.0,12.0,24.0,4.0,32,17.0,62.0,www.baymedical.org
262,17.0,31.0,11.0,19.0,17.0,41.0,18.0,5.0,10.0,27,4.0,34.0,www.palestineregional.com
263,14.0,9.0,2.0,7.0,8.0,26.0,15.0,3.0,3.0,18,2.0,14.0,www.highpointregional.com
264,141.0,177.0,40.0,66.0,77.0,375.0,170.0,25.0,52.0,252,36.0,226.0,www.kendallmed.com
265,105.0,81.0,44.0,48.0,56.0,173.0,30.0,24.0,33.0,114,3.0,135.0,www.arroyograndehospital.org
266,71.0,34.0,34.0,40.0,28.0,155.0,13.0,13.0,18.0,53,8.0,101.0,www.christianhospital.org
267,178.0,169.0,67.0,127.0,91.0,365.0,16.0,53.0,63.0,136,7.0,207.0,www.nacmedicalcenter.com
268,45.0,37.0,8.0,21.0,18.0,80.0,7.0,4.0,12.0,30,1.0,41.0,sandiego.aurorabehavioral.com
269,27.0,23.0,13.0,8.0,15.0,55.0,19.0,4.0,6.0,43,6.0,37.0,www.stanleyhealth.org
270,18.0,22.0,6.0,6.0,12.0,45.0,13.0,8.0,7.0,32,10.0,27.0,www.drewmemorial.org
271,42.0,42.0,19.0,11.0,28.0,119.0,8.0,17.0,11.0,77,25.0,44.0,www.dellchildrens.net
272,214.0,200.0,69.0,62.0,87.0,319.0,31.0,24.0,75.0,151,1.0,243.0,www.vhfortwayne.com
273,113.0,135.0,51.0,59.0,92.0,289.0,188.0,19.0,31.0,351,49.0,188.0,www.rrh.org
274,29.0,66.0,7.0,54.0,31.0,80.0,9.0,22.0,9.0,48,13.0,43.0,www.stanthonycommunityhosp.org
275,77.0,67.0,14.0,26.0,37.0,164.0,19.0,7.0,14.0,110,5.0,83.0,www.titusvillehospital.org
276,14.0,14.0,3.0,5.0,5.0,33.0,6.0,4.0,3.0,21,1.0,20.0,www.fishercountyhospital.com
277,27.0,23.0,4.0,8.0,9.0,34.0,18.0,1.0,4.0,33,9.0,19.0,www.thcds.com
278,11.0,11.0,1.0,1.0,4.0,24.0,6.0,3.0,2.0,16,2.0,9.0,www.ocmh.org
279,91.0,119.0,51.0,76.0,106.0,285.0,26.0,28.0,35.0,136,11.0,179.0,www.ropersaintfrancis.com
280,76.0,60.0,56.0,30.0,45.0,117.0,25.0,25.0,29.0,78,3.0,120.0,www.dominicanhospital.org
281,209.0,150.0,64.0,193.0,129.0,371.0,47.0,116.0,49.0,199,6.0,180.0,www.wvhospital.com
282,39.0,26.0,1.0,18.0,13.0,72.0,5.0,1.0,2.0,317,3.0,50.0,www.oakleafmedical.com
283,47.0,47.0,13.0,30.0,21.0,180.0,26.0,12.0,13.0,120,12.0,71.0,www.rogershospital.org
284,29.0,29.0,4.0,13.0,30.0,67.0,5.0,1.0,2.0,43,6.0,36.0,www.swhealthcaresystem.com
285,49.0,44.0,19.0,49.0,35.0,141.0,23.0,5.0,19.0,88,13.0,76.0,www.hancockregional.org
286,97.0,65.0,53.0,50.0,37.0,216.0,21.0,24.0,3.0,291,63.0,186.0,www.laureate.com
287,18.0,27.0,5.0,6.0,10.0,54.0,26.0,3.0,2.0,45,2.0,17.0,www.cmccares.org
288,3.0,8.0,1.0,,8.0,26.0,4.0,1.0,3.0,18,2.0,20.0,marengohospital.org
289,21.0,25.0,,8.0,9.0,31.0,7.0,1.0,3.0,30,3.0,29.0,www.smhtx.com
290,47.0,39.0,10.0,9.0,20.0,58.0,9.0,10.0,10.0,36,1.0,55.0,www.midamericarehabhospital.com
291,10.0,18.0,3.0,18.0,10.0,39.0,16.0,4.0,11.0,26,3.0,18.0,www.baumharmon.org
292,36.0,35.0,16.0,11.0,16.0,75.0,37.0,6.0,11.0,109,12.0,61.0,www.barnes-kasson.org
293,1.0,1.0,2.0,,4.0,4.0,1.0,3.0,1.0,7,,8.0,www.ottawaregional.org
294,45.0,29.0,28.0,30.0,11.0,79.0,28.0,16.0,5.0,49,10.0,70.0,www.stph.org
295,32.0,29.0,7.0,10.0,20.0,70.0,29.0,9.0,10.0,59,7.0,45.0,www.murraycountymed.org
296,7.0,9.0,2.0,3.0,5.0,29.0,16.0,4.0,2.0,32,10.0,10.0,wheelinghospital.org
297,76.0,50.0,26.0,43.0,22.0,165.0,44.0,15.0,18.0,159,14.0,80.0,www.riverregion.com
298,155.0,124.0,59.0,41.0,91.0,327.0,97.0,24.0,41.0,162,9.0,231.0,www.franciscanskemp.org
299,28.0,31.0,5.0,10.0,11.0,61.0,136.0,10.0,13.0,366,9.0,48.0,www.athenslimestonehospital.com
300,20.0,21.0,7.0,7.0,18.0,59.0,43.0,3.0,2.0,31,9.0,26.0,www.phoenixvillehospital.com
301,16.0,21.0,4.0,10.0,14.0,36.0,4.0,5.0,4.0,22,3.0,27.0,www.christuscoushatta.org
302,357.0,391.0,62.0,87.0,167.0,410.0,286.0,102.0,26.0,265,16.0,325.0,www.stdavids.com
303,7.0,13.0,1.0,29.0,8.0,29.0,18.0,2.0,1.0,27,8.0,16.0,www.broadlawns.org
304,153.0,173.0,63.0,65.0,89.0,308.0,79.0,20.0,45.0,218,3.0,219.0,www.gilberter.com
305,124.0,127.0,21.0,67.0,68.0,359.0,32.0,21.0,32.0,140,15.0,122.0,www.averamilbank.org
306,58.0,59.0,15.0,19.0,24.0,174.0,11.0,14.0,8.0,69,2.0,67.0,www.vhi.org
307,131.0,160.0,54.0,222.0,128.0,398.0,51.0,30.0,18.0,297,44.0,164.0,www.hvsh.org
308,48.0,46.0,12.0,40.0,29.0,139.0,53.0,11.0,16.0,100,17.0,69.0,www.penrosestfrancis.org
309,21.0,18.0,10.0,9.0,13.0,44.0,12.0,1.0,3.0,29,5.0,20.0,www.corryhospital.com
310,21.0,31.0,3.0,26.0,20.0,54.0,22.0,7.0,1.0,76,7.0,38.0,www.guthrie.org
311,27.0,33.0,8.0,12.0,28.0,67.0,12.0,9.0,10.0,30,4.0,45.0,www.stpatrickhospital.org
312,33.0,28.0,11.0,18.0,36.0,83.0,29.0,5.0,7.0,55,13.0,47.0,www.prairielakes.com
313,126.0,137.0,20.0,68.0,72.0,352.0,52.0,22.0,30.0,167,19.0,144.0,www.averaweskota.org
314,66.0,68.0,27.0,19.0,33.0,144.0,39.0,18.0,19.0,74,4.0,89.0,www.khnorthland.com
315,31.0,35.0,10.0,18.0,14.0,59.0,24.0,11.0,5.0,34,3.0,45.0,www.cmch.org
316,34.0,33.0,22.0,10.0,25.0,83.0,28.0,5.0,5.0,55,3.0,59.0,www.ransom.org
317,30.0,29.0,10.0,29.0,16.0,61.0,18.0,9.0,4.0,51,13.0,33.0,www.memorialhealth.us
318,55.0,46.0,13.0,24.0,23.0,115.0,36.0,19.0,16.0,77,8.0,61.0,www.casshealth.org
319,67.0,71.0,27.0,19.0,34.0,144.0,36.0,18.0,20.0,73,8.0,90.0,www.khnwindiana.com
320,128.0,98.0,33.0,55.0,82.0,297.0,40.0,24.0,33.0,172,9.0,158.0,www.peakbehavioral.com
321,285.0,261.0,100.0,107.0,212.0,681.0,260.0,62.0,60.0,415,51.0,438.0,www.northsidehospital.com
322,259.0,207.0,47.0,149.0,144.0,630.0,257.0,64.0,67.0,432,55.0,338.0,www.eirmc.com
323,19.0,8.0,2.0,18.0,11.0,53.0,16.0,3.0,,40,5.0,22.0,www.arheart.com
324,76.0,81.0,13.0,136.0,27.0,184.0,414.0,20.0,6.0,485,13.0,56.0,www.bronsonhealth.com
325,53.0,59.0,30.0,26.0,40.0,109.0,26.0,10.0,12.0,79,4.0,79.0,www.granvillemedical.com
326,23.0,20.0,5.0,3.0,6.0,44.0,17.0,3.0,9.0,19,1.0,30.0,www.ncch.com
327,71.0,50.0,9.0,30.0,31.0,163.0,17.0,12.0,19.0,92,15.0,78.0,www.stmarysmadison.com
328,50.0,48.0,13.0,35.0,36.0,118.0,26.0,10.0,14.0,61,12.0,67.0,www.lakewoodhealthsystem.com
329,41.0,65.0,15.0,13.0,36.0,104.0,24.0,16.0,5.0,59,5.0,58.0,www.goldenplains.org
330,41.0,45.0,7.0,41.0,30.0,107.0,11.0,8.0,11.0,65,13.0,67.0,www.davishealthsystem.org
331,40.0,40.0,7.0,44.0,38.0,115.0,13.0,13.0,13.0,57,6.0,74.0,www.kewaneehospital.com
332,83.0,65.0,12.0,27.0,39.0,131.0,20.0,14.0,23.0,53,3.0,85.0,anadarkohospital.com
333,67.0,55.0,13.0,22.0,30.0,112.0,24.0,15.0,13.0,57,9.0,75.0,wmhcc.org
334,20.0,33.0,,11.0,18.0,46.0,12.0,5.0,3.0,25,2.0,19.0,www.scotthospital.net
335,54.0,59.0,23.0,35.0,25.0,120.0,34.0,15.0,21.0,83,12.0,90.0,www.thecenters.us
336,74.0,115.0,15.0,40.0,44.0,158.0,124.0,27.0,17.0,153,27.0,92.0,www.hearthospitalofaustin.com
337,32.0,27.0,8.0,40.0,18.0,87.0,24.0,5.0,10.0,83,10.0,48.0,www.hmpartners.org
338,11.0,19.0,2.0,7.0,11.0,63.0,48.0,3.0,3.0,26,6.0,21.0,www.fultoncountyhealthcenter.org
339,31.0,37.0,4.0,9.0,19.0,62.0,19.0,5.0,10.0,34,3.0,44.0,www.wcrmc.com
340,22.0,47.0,11.0,27.0,32.0,81.0,9.0,12.0,3.0,70,4.0,62.0,www.lakeviewmed.org
341,37.0,35.0,8.0,11.0,13.0,61.0,8.0,5.0,13.0,38,1.0,39.0,www.braxtonmemorial.org
342,93.0,157.0,18.0,80.0,51.0,168.0,43.0,35.0,19.0,179,9.0,114.0,www.bethesdaweb.com
343,84.0,80.0,11.0,36.0,58.0,247.0,21.0,25.0,27.0,156,4.0,111.0,seabrookhouse.org
344,16.0,26.0,13.0,7.0,14.0,45.0,18.0,3.0,6.0,37,5.0,34.0,www.smdh.net
345,52.0,54.0,16.0,36.0,42.0,144.0,38.0,16.0,13.0,73,9.0,79.0,www.sehealth.org
346,42.0,70.0,17.0,49.0,38.0,90.0,19.0,13.0,11.0,63,9.0,59.0,www.hchospital.org
347,41.0,33.0,4.0,16.0,21.0,79.0,16.0,9.0,4.0,29,12.0,31.0,www.eastlandmemorial.com
348,46.0,55.0,10.0,49.0,54.0,144.0,61.0,12.0,14.0,213,26.0,63.0,www.sanfordregionalworthington.org
349,37.0,37.0,9.0,26.0,31.0,90.0,25.0,4.0,2.0,61,6.0,59.0,www.mercycare.org
350,42.0,30.0,8.0,10.0,21.0,51.0,13.0,8.0,12.0,36,2.0,40.0,www.mahnomenhealthcenter.com
351,52.0,45.0,13.0,34.0,50.0,125.0,22.0,11.0,9.0,86,7.0,85.0,gwhospital.com
352,31.0,39.0,15.0,22.0,26.0,68.0,27.0,7.0,6.0,58,12.0,44.0,www.fcmc.org
353,6.0,21.0,7.0,11.0,13.0,49.0,60.0,4.0,8.0,70,17.0,27.0,www.scmcinc.org
354,37.0,32.0,,7.0,5.0,53.0,15.0,,4.0,29,4.0,6.0,www.grapehospital.com
355,8.0,8.0,3.0,3.0,8.0,20.0,5.0,7.0,3.0,15,,14.0,www.stj.net
356,45.0,35.0,9.0,14.0,18.0,107.0,33.0,5.0,9.0,89,9.0,53.0,www.brentwoodbehavioral.com
357,233.0,290.0,106.0,30.0,164.0,795.0,130.0,23.0,26.0,366,382.0,290.0,www.addisonindependent.com
358,45.0,103.0,18.0,36.0,51.0,172.0,14.0,15.0,10.0,98,17.0,60.0,www.wregional.com
359,65.0,95.0,22.0,41.0,73.0,207.0,75.0,12.0,28.0,117,14.0,125.0,www.gpmedical.com
360,105.0,161.0,37.0,71.0,103.0,332.0,46.0,18.0,17.0,156,16.0,175.0,www.highlandshospital.org
361,61.0,47.0,24.0,31.0,44.0,168.0,20.0,15.0,20.0,69,,97.0,www.cumberlandhallhospital.com
362,61.0,55.0,20.0,25.0,57.0,131.0,24.0,12.0,12.0,93,12.0,103.0,www.springvalleyhospital.com
363,43.0,42.0,8.0,55.0,40.0,104.0,14.0,13.0,16.0,69,11.0,68.0,www.osfstfrancis.org
364,124.0,182.0,33.0,68.0,83.0,314.0,64.0,54.0,27.0,121,7.0,191.0,www.childrensal.org
365,13.0,14.0,2.0,4.0,4.0,28.0,6.0,1.0,1.0,20,3.0,15.0,www.alicepeckday.org
366,68.0,69.0,28.0,22.0,36.0,150.0,37.0,18.0,21.0,75,9.0,93.0,www.kindredhospitalbrea.com
367,413.0,514.0,67.0,362.0,357.0,1648.0,548.0,124.0,84.0,856,124.0,687.0,www.tristarcentennial.com
368,24.0,34.0,16.0,30.0,17.0,69.0,51.0,11.0,11.0,66,3.0,73.0,www.pcrmc.com
369,127.0,131.0,19.0,61.0,59.0,328.0,68.0,24.0,32.0,180,15.0,130.0,www.gregoryhealthcare.org
370,1914.0,4392.0,323.0,1081.0,3186.0,6606.0,3256.0,456.0,123.0,3181,534.0,2852.0,www.egulfcoastmedical.com
371,90.0,74.0,25.0,37.0,45.0,159.0,14.0,10.0,30.0,76,3.0,83.0,www.promise-phoenix.com
372,14.0,7.0,,,1.0,20.0,35.0,2.0,,40,7.0,4.0,wagonerhospital.com
373,39.0,68.0,19.0,30.0,42.0,143.0,36.0,17.0,11.0,73,11.0,88.0,www.aboutsmh.org
374,83.0,75.0,11.0,40.0,38.0,140.0,24.0,6.0,13.0,58,3.0,87.0,www.kingsbrook.org
375,8.0,13.0,2.0,23.0,4.0,18.0,7.0,1.0,1.0,16,4.0,4.0,www.jordanhospital.org
376,65.0,58.0,15.0,53.0,49.0,130.0,24.0,7.0,13.0,70,2.0,77.0,hospital.uillinois.edu
377,40.0,52.0,14.0,18.0,23.0,70.0,49.0,8.0,8.0,150,3.0,69.0,www.mdihospital.org
378,34.0,29.0,10.0,16.0,16.0,137.0,71.0,6.0,8.0,79,26.0,49.0,www.pchosp.org
379,112.0,115.0,28.0,48.0,61.0,254.0,85.0,17.0,25.0,168,23.0,139.0,researchmedicalcenter.com
380,53.0,38.0,15.0,15.0,30.0,110.0,11.0,5.0,12.0,73,13.0,74.0,health.ucsd.edu
381,16.0,24.0,2.0,16.0,16.0,60.0,21.0,8.0,5.0,37,11.0,32.0,www.emhia.com
382,71.0,41.0,16.0,28.0,35.0,131.0,31.0,14.0,12.0,64,4.0,85.0,www.valleyhospital-phoenix.com
383,51.0,64.0,6.0,32.0,30.0,145.0,65.0,2.0,11.0,100,17.0,56.0,parkridgevalley.com
384,276.0,319.0,66.0,82.0,181.0,603.0,306.0,66.0,55.0,430,68.0,448.0,www.rmchealth.com
385,50.0,51.0,8.0,27.0,39.0,99.0,18.0,16.0,9.0,59,5.0,74.0,www.chla.org
386,17.0,32.0,11.0,56.0,28.0,84.0,49.0,13.0,8.0,96,14.0,54.0,www.mhmh.org
387,38.0,37.0,6.0,17.0,25.0,68.0,10.0,7.0,20.0,41,2.0,44.0,mi-asc.com
388,38.0,22.0,1.0,9.0,21.0,69.0,15.0,4.0,10.0,35,3.0,35.0,www.nshinc.com
389,14.0,22.0,9.0,6.0,15.0,52.0,14.0,5.0,5.0,17,6.0,22.0,www.lcmhosp.org
390,17.0,19.0,7.0,27.0,21.0,65.0,60.0,4.0,7.0,62,28.0,32.0,www.aurorabaycare.com
391,31.0,33.0,2.0,20.0,12.0,65.0,13.0,9.0,6.0,38,7.0,25.0,www.kapiolani.org
392,76.0,98.0,14.0,85.0,51.0,259.0,70.0,12.0,11.0,162,21.0,93.0,www.communitymemorial.com
393,314.0,514.0,83.0,156.0,312.0,762.0,103.0,60.0,47.0,596,23.0,491.0,www.stjamesmercy.org
394,25.0,14.0,2.0,16.0,8.0,65.0,13.0,5.0,5.0,20,5.0,20.0,www.adventistbehavioralhealth.com
395,106.0,134.0,61.0,40.0,93.0,229.0,23.0,29.0,38.0,88,,190.0,www.hickmanhospital.com
396,18.0,35.0,15.0,9.0,15.0,72.0,14.0,7.0,6.0,39,1.0,35.0,www.pchearly.com
397,27.0,41.0,10.0,21.0,18.0,95.0,14.0,5.0,5.0,37,3.0,48.0,www.cypresscreekhospital.com
398,61.0,50.0,16.0,39.0,35.0,117.0,47.0,9.0,15.0,97,6.0,57.0,www.phd1.org
399,37.0,49.0,8.0,22.0,23.0,82.0,15.0,9.0,6.0,54,3.0,47.0,www.ecrmc.org
400,19.0,16.0,1.0,15.0,14.0,66.0,28.0,12.0,2.0,131,17.0,24.0,www.stmarysmaine.com
401,2.0,2.0,2.0,,2.0,3.0,,,,5,,4.0,www.easton-hospital.com
402,28.0,23.0,10.0,31.0,24.0,45.0,11.0,6.0,2.0,33,12.0,29.0,www.stdom.com
403,25.0,37.0,2.0,6.0,13.0,67.0,21.0,9.0,2.0,28,3.0,25.0,www.brhstx.org
404,17.0,25.0,3.0,3.0,5.0,47.0,43.0,7.0,10.0,61,6.0,18.0,www.pchsgrant.com
405,44.0,41.0,13.0,30.0,19.0,120.0,24.0,8.0,8.0,99,11.0,52.0,www.obleness.org
406,28.0,21.0,9.0,7.0,11.0,50.0,4.0,2.0,6.0,30,2.0,26.0,www.amgdenham.com
407,207.0,186.0,76.0,43.0,121.0,339.0,25.0,32.0,56.0,217,1.0,267.0,www.vshportland.com
408,13.0,4.0,5.0,8.0,3.0,40.0,5.0,3.0,1.0,22,3.0,16.0,www.boonecohealth.org
409,40.0,56.0,5.0,26.0,20.0,107.0,12.0,3.0,7.0,56,5.0,41.0,www.memorialhealth.com
410,8.0,10.0,4.0,2.0,7.0,31.0,9.0,6.0,4.0,23,5.0,22.0,www.wchc.org
411,28.0,25.0,1.0,14.0,17.0,61.0,16.0,3.0,2.0,30,4.0,19.0,www.wsh.dbhds.virginia.gov
412,48.0,39.0,10.0,8.0,17.0,54.0,8.0,9.0,10.0,34,1.0,56.0,www.healthsouthcityview.com
413,100.0,109.0,14.0,44.0,54.0,229.0,42.0,18.0,32.0,122,12.0,121.0,www.sjhsys.org
414,33.0,21.0,10.0,15.0,18.0,120.0,19.0,11.0,7.0,44,4.0,35.0,www.grantregional.com
415,37.0,81.0,20.0,36.0,54.0,119.0,31.0,16.0,14.0,92,18.0,73.0,www.columbusregional.com
416,20.0,36.0,8.0,21.0,15.0,76.0,28.0,10.0,7.0,43,7.0,41.0,www.sjhsyr.org
417,23.0,28.0,4.0,5.0,10.0,48.0,12.0,5.0,3.0,25,1.0,25.0,www.patientshospital.com
418,46.0,37.0,4.0,19.0,23.0,85.0,3.0,7.0,14.0,46,,54.0,wishekhospital.com
419,30.0,29.0,8.0,45.0,14.0,80.0,19.0,8.0,4.0,60,13.0,28.0,www.stjoesoakland.com
420,21.0,42.0,3.0,20.0,25.0,83.0,7.0,2.0,1.0,34,2.0,37.0,www.jeanes.com
421,40.0,31.0,9.0,16.0,19.0,69.0,6.0,8.0,9.0,54,6.0,48.0,www.bms.com
422,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.sonoramedicalcenter.org
423,121.0,159.0,32.0,66.0,82.0,221.0,43.0,25.0,14.0,120,11.0,155.0,www.mission-health.org
424,52.0,51.0,16.0,14.0,28.0,88.0,29.0,6.0,9.0,51,4.0,58.0,www.hadh.org
425,65.0,85.0,30.0,52.0,33.0,182.0,40.0,11.0,10.0,82,4.0,100.0,www.saintjosephberea.org
426,1.0,2.0,2.0,,2.0,5.0,1.0,,1.0,8,,4.0,www.chhealthsystem.com
427,32.0,26.0,19.0,5.0,23.0,90.0,29.0,7.0,5.0,63,9.0,52.0,www.stringfellowhealth.com
428,32.0,53.0,8.0,30.0,38.0,95.0,16.0,6.0,6.0,47,3.0,57.0,www.lakewoodhospital.org
429,17.0,33.0,11.0,12.0,14.0,96.0,32.0,10.0,9.0,38,3.0,42.0,www.lenoirmemorial.org
430,50.0,88.0,26.0,71.0,47.0,122.0,34.0,24.0,14.0,91,9.0,90.0,www.amazingkids.org
431,9.0,5.0,,,7.0,23.0,,3.0,2.0,10,,18.0,www.saintcatherinehospital.com
432,1.0,2.0,2.0,1.0,1.0,4.0,2.0,,,7,1.0,2.0,www.promisesandiego.com
433,70.0,119.0,17.0,51.0,74.0,281.0,44.0,37.0,31.0,142,10.0,163.0,www.ephratahospital.org
434,182.0,311.0,37.0,78.0,135.0,352.0,94.0,17.0,27.0,289,14.0,257.0,www.cahcare.com
435,265.0,188.0,101.0,149.0,90.0,448.0,48.0,18.0,25.0,263,28.0,290.0,www.parkplacesurgery.com
436,63.0,69.0,24.0,34.0,40.0,159.0,35.0,16.0,17.0,93,10.0,83.0,www.hollandhospital.org
437,53.0,48.0,20.0,25.0,26.0,135.0,16.0,8.0,25.0,78,11.0,81.0,www.sevenhillsbi.com
438,58.0,85.0,9.0,23.0,65.0,116.0,13.0,18.0,10.0,102,2.0,74.0,www.ccannj.com
439,20.0,20.0,4.0,5.0,9.0,43.0,13.0,2.0,2.0,23,5.0,16.0,www.brooklane.org
440,38.0,53.0,15.0,21.0,34.0,99.0,24.0,22.0,4.0,60,3.0,60.0,www.saintlukeshealthsystem.org
441,23.0,39.0,6.0,44.0,33.0,134.0,19.0,4.0,6.0,63,7.0,42.0,www.barnesjewishwestcounty.org
442,14.0,12.0,8.0,17.0,19.0,55.0,2.0,7.0,4.0,26,2.0,34.0,www.stlukeslakeside.com
443,34.0,42.0,6.0,26.0,24.0,98.0,23.0,16.0,2.0,62,14.0,57.0,www.childrens.com
444,312.0,246.0,55.0,207.0,207.0,857.0,265.0,73.0,63.0,499,67.0,456.0,tristarstonecrest.com
445,79.0,78.0,36.0,41.0,50.0,161.0,24.0,20.0,33.0,82,4.0,133.0,www.glendalememorial.com
446,132.0,121.0,66.0,43.0,91.0,218.0,43.0,25.0,54.0,149,9.0,184.0,www.pocahontashospital.org
447,65.0,67.0,27.0,19.0,33.0,142.0,38.0,18.0,19.0,76,6.0,88.0,www.kindredchattanooga.com
448,142.0,113.0,20.0,64.0,71.0,338.0,31.0,39.0,26.0,174,9.0,170.0,www.healthbridgehouston.com
449,44.0,29.0,11.0,21.0,25.0,91.0,5.0,64.0,18.0,33,8.0,54.0,maplegrovehospital.org
450,15.0,20.0,,10.0,6.0,34.0,8.0,1.0,2.0,29,4.0,12.0,www.kanecountyhospital.net
451,2.0,8.0,2.0,,1.0,27.0,6.0,,8.0,22,1.0,8.0,www.auxiliomutuo.com
452,36.0,41.0,11.0,38.0,54.0,166.0,356.0,12.0,9.0,149,29.0,38.0,www.erlanger.org
453,34.0,34.0,57.0,14.0,10.0,101.0,13.0,5.0,7.0,54,29.0,24.0,www.rushmemorial.com
454,311.0,300.0,84.0,210.0,237.0,783.0,264.0,92.0,69.0,328,74.0,482.0,tristarhendersonville.com
455,47.0,37.0,10.0,8.0,19.0,57.0,7.0,11.0,10.0,32,3.0,52.0,www.healthsouthpa.com
456,150.0,144.0,32.0,70.0,74.0,306.0,166.0,24.0,35.0,228,40.0,182.0,www.aventurahospital.com
457,144.0,104.0,37.0,51.0,73.0,135.0,52.0,24.0,43.0,158,29.0,126.0,www.mvnhealth.com
458,99.0,59.0,13.0,31.0,28.0,151.0,23.0,10.0,30.0,71,6.0,93.0,www.helenarmc.com
459,72.0,43.0,15.0,44.0,27.0,149.0,18.0,8.0,9.0,105,3.0,56.0,www.uplandhillshealth.org
460,23.0,43.0,8.0,14.0,34.0,68.0,31.0,5.0,8.0,53,8.0,48.0,www.uchicagokidshospital.org
461,124.0,150.0,50.0,86.0,141.0,455.0,133.0,57.0,34.0,246,35.0,230.0,www.skylinemedicalcenter.com
462,38.0,54.0,11.0,24.0,36.0,130.0,52.0,9.0,4.0,73,8.0,67.0,www.frontiernursing.org
463,87.0,84.0,41.0,23.0,50.0,154.0,69.0,14.0,35.0,133,14.0,121.0,www.wygc.org
464,48.0,51.0,13.0,16.0,26.0,124.0,25.0,6.0,10.0,125,5.0,58.0,www.blufftonregional.com
465,53.0,56.0,14.0,25.0,40.0,142.0,33.0,7.0,9.0,414,3.0,79.0,www.alhambrahospital.com
466,42.0,48.0,16.0,29.0,25.0,71.0,10.0,8.0,12.0,45,6.0,64.0,myovmc.com
467,32.0,67.0,9.0,42.0,39.0,100.0,62.0,6.0,1.0,113,12.0,56.0,www.lafayettegeneral.com
468,7.0,11.0,4.0,6.0,7.0,22.0,23.0,1.0,4.0,26,4.0,20.0,www.nvrh.org
469,35.0,41.0,8.0,27.0,13.0,106.0,21.0,4.0,16.0,58,6.0,50.0,www.summitoakshospital.com
470,99.0,99.0,24.0,37.0,49.0,168.0,68.0,10.0,22.0,115,14.0,107.0,www.raulersonhospital.com
471,601.0,549.0,135.0,165.0,422.0,1425.0,600.0,175.0,197.0,752,142.0,1016.0,swedishhospital.com
472,185.0,143.0,58.0,87.0,76.0,309.0,18.0,90.0,57.0,151,11.0,163.0,www.stmarysmc.com
473,66.0,72.0,19.0,28.0,35.0,139.0,54.0,16.0,18.0,115,12.0,103.0,www.tomballregionalmedicalcenter.com
474,101.0,89.0,22.0,53.0,35.0,169.0,15.0,12.0,7.0,79,1.0,83.0,www.jhsf.org
